id,quarter,course_id,title,description,subject_area,units,general_ed,prerequisites,unlocks
3244,20242,ME       13,LDRSHIP RESOURCES,"Assisting emerging leaders in understanding diversity to advocate, build, a and sustain a collaborative culture of learning and opportunities for constituencies. Guides emerging leaders in evaluating the significance and consequences of decisions linked to professional outcomes and accountability systems. An introduction to theoretical and practical frameworks for the engagement and advocacy for social justice leadership.",ME,1,[],[],[]
3245,20242,ME       16,ENGR MECH: DYNAMICS,"Vectorial kinematics of particles. Coordinate systems, moving frames, relative   and constrained motion. Dynamics of particles and systems of particles.   Energy   and momentum methods. Collisions. Planar kinematics and kinematics   of rigid   bodies. Energy and momentum methods for rigid body systems.",ME,4,[],[],[]
3246,20242,ME       95,INTRO TO MECH ENGR,Participation in projects in the laboratory or machine shop. Projects may be student- or faculty-originated depending upon student interest and consent of faculty member.,ME,,[],[],[]
3247,20242,ME       97,DESIGN PROJECTS,"Course offers students opportunity to work on established departmental design projects.  P/NP grading, does not satisfy technical elective requirement.",ME,,[],[],[]
3248,20242,ME       99,INTRO RESEARCH,Directed study to be arranged with individual faculty members. Course offer s exceptional students an opportunity to participate in a research group.,ME,,[],[],[]
3249,20242,ME      100,PROFESSIONAL SEM,A series of weekly lectures given by university staff and outside   experts in all fields of mechanical engineering.,ME,1,[],[],[]
3250,20242,ME      104,MECHATRONICS,"Interfacing of mechanical and electrical systems and mechatronics. Basic introduction to sensors, actuators, and computer interfacing and control. Transducers and measurement devices, actuators, A/D and D/A conversion, signal conditioning and filtering. Practical skills developed in weekly lab exercises.",ME,4,[],[],[]
3251,20242,ME      125F,SP TOPICS MECH ENGR,"Individual courses each concentrating on one area in the following subjects: applied mechanics, cad/cam, controls, design, environmental engineering, fluid mechanics, materials science, mechanics of solids and structures, ocean and coastal engineering, robotics, theoretical mechanics, thermal sciences, and recent developments in mechanical engineering.",ME,3,[],[],[]
3252,20242,ME      125RA,SP TP: RAD EN TRAN,"This course investigates the role of thermal radiation in the exchange of e nergy between engineered surfaces, and the problem of managing overall heat transfer.  Topics include the fundamentals of thermal radiation, covering Plank's spectral distribution, Stefan-Boltzmann law, Wien's displacement la w, Kirchhoff's law, spectral and total properties of radiative surfaces, in cluding black, diffuse, gray, specular, and nongray surfaces.  Analytical m ethods for analysis of radiative exchange between surfaces are developed us ing both Radiosity formulations and Network Analogies.  Finally, radiative exchange between surfaces is coupled to multimode heat transfer problems, i ncluding those having contributions from conduction and convection.",ME,3,[],[],[]
3253,20242,ME      125YV,SP TPICS: VHCLE DYN,"Selected topics in automotive vehicle dynamics, with applications to road o r race cars.  The course introduces fundamental principles and mathematical descriptions, including topics in vehicle kinematics, kinetics, dynamics a nd handling, tire friction and mechanics, steering dynamics, suspension mec hanisms and dynamics, and vehicle models. Select advanced topics may be int roduced, such as performance-based control, trajectory optimization, human operator control, or aerodynamics.",ME,3,[],[],[]
3254,20242,ME      129,MANUFACTURING/GD&T,"Introduction to manufacturing, surveying a broad range of manufacturing met hods and focusing on a few select processes. The course covers some of the considerations and decisions that go into process selection, manufacturing systems, design for manufacture, and design for assembly, as well as how th ose decisions influence manufacturing quality and cost.",ME,3,[],[],[]
3255,20242,ME      134,ADV THERMAL SCI,"This class will address advanced topics in fluid mechanics, heat transfer, and thermodynamics. Topics if interest may include combustion, phase change, experimental techniques, materials processing, manufacturing, engines, HVAC, non-newtonian fluids, etc.",ME,3,[],[],[]
3256,20242,ME      135,WIND & TIDAL ENERGY,"Actuator disc theory; Blade element momentum theory; Design of optimal roto rs; Wind turbine wakes; The atmosphere, and effects of atmospheric stabilit y; Models of large wind farms; Open channel-flows; Energy available in tida l flows.",ME,3,[],[],[]
3257,20242,ME      141B,MEMS: SEMICOND PROC,"Lectures and laboratory on semiconductor-based processing for MEMS. Description of key equipment and characterization tools used for MEMS and design, fabrication, characterization and testing of MEMS. Emphasis on current   MEMS devices including accelerometers, comb drives, micro-reactors and   capacitor-actuators.",ME,4,[],[],[]
3258,20242,ME      146,MOL & CELL BIOMECH,"Course introduces fundamental concepts in molecular and cellular biomechanics. Will consider the role of physical, thermal and chemical forces,   examine their influence on cell strength and elasticity, and explore the   properties of enzymatically-active materials.",ME,3,[],[],[]
3259,20242,ME      151C,THERMOSCIENCES 3,"Convective heat transfer, external and internal flow, forced and free convection, phase change, heat exchangers. Introduction to radiative heat transfer.",ME,3,[],[],[]
3260,20242,ME      153,INTRO DESIGN,"This course introduces engineering design with a focus on an iterative desi gn process. Throughout the course, a group project cements the topics learn ed through active application to a real design problem. The lectures are br oken into three sections.  Section 1 introduces a version of this iterative Design Cycle, which comprises four components: 1) Define, 2) Ideate, 3) Pr ototype & Test, and 4) Analyze. These steps are repeated many times over th e course of design development, not always in this order. Section 2 of the course focuses on applying this Design Cycle to the team project. Section 3 wraps up and focuses on presenting the project.",ME,3,[],[],[]
3261,20242,ME      155A,CONTROL SYS DESIGN,"The discipline of control and its application. Dynamics   and feedback. The mathematical models: transfer functions and   state space descriptions. Si mple control design (PID).   Assessment of a control problem, specification , fundamental   limitations, codesign of system and control.",ME,3,[],[],[]
3262,20242,ME      155C,CONTROL SYS LAB,"An advanced lab course with experiments in dynamical systems and feedback c ontrol design. Students design, troubleshoot, and perform detailed, multi-s ession experiments.",ME,3,[],[],[]
3263,20242,ME      166,ADV STR MATLS,"Analysis of statically determinate and indeterminate systems using integration,   area moment, and energy methods. Beams on elastic foundations,curved beams   stress concentrations, fatigue, and theories of failure for ductile and brittle   materials. Photoelasticity and other experimental techniques are covered, as   well as methods of interpreting in-service failures.",ME,3,[],[],[]
3264,20242,ME      169,NONLINEAR PHENOMENA,"An introduction to nonlinear phenomena. Flows and bifurcations in one and two   dimensions, chaos, fractals, strange attractors. Applications to physics,   engineering, chemistry, and biology.",ME,4,[],[],[]
3265,20242,ME      179D,ROBOTICS: CONTROL,"Dynamic modeling and control methods for robotic systems. Lagrangian method   for deriving equations of motion, introduction to the Jacobian, and modeling and   control of forces and contact dynamics at a robotic end effector. Laboratories   encourage a problem-solving approach to control.",ME,4,[],[],[]
3266,20242,ME      180,CRYSTALLINE DEFECTS,"An in-depth look into the many classes of defects (e.g., point, linear, and planar) and the role they play in crystalline materials. While we cannot e liminate defects and they are usually seen as a weakness, proper understand ing of defects is the best way to design stronger and better materials. Exa mples of the types of defects we may cover are vacancies, dislocations, gra in boundaries, interfaces, and twins. We will study their formation, mobili ty and interaction in environments where they are commonly found, such as e levated temperatures, mechanical strains, or irradiation.",ME,3,[],[],[]
3267,20242,ME      186B,ADDITIVE MANUFACT,"Introduction to additive manufacturing processes: review of  manufacturing methods and process selection consideration, economies of production, commo n additive manufacturing strategies, and brief description of the physics o f photopolymerization, extrusion, selective laser melting and e-beam meltin g fabrication.",ME,3,[],[],[]
3268,20242,ME      189C,CAP MECH ENGR DES,"Students work in teams under the direction of a faculty advisor (and possib ly an industrial sponsor) to tackle an engineering design project. Engineer ing communication, such as reports and oral presentations, are covered. Cou rse emphasizes practical, hands-on experience, and integrates analytical an d design skills acquired in the companion ME 156 courses.",ME,3,[],[],[]
3269,20242,ME      193,INTERN IN INDUSTRY,Students obtain credit for a mechanical engineering related internship and/or industrial experience under faculty supervision. A 6-10 page written report is required for credit. It may NOT be used to satisfy the engineering elective requirement for ME majors.,ME,1,[],[],[]
